FORM_ID,FORM_NAME
402HLMCL,HALE MIDDLE / CARPENTER LOWER
402HLMCS,HALE MIDDLE / CECIL / SPIRO
402HLMDA,HALE MIDDLE / DUNN A
402HLMDT,HALE LOWER / HALE MIDDLE / DUNN C / TACKETT
402HLMG,HALE / MCGUIRE
402HLMHB,HALE LOWER / HALE MIDDLE / HALE B
402HLMHL,HALE MIDDLE / HALE LOWER
402HLMJP,HALE MIDDLE / JENKINS / PATTERSON
402HLMJS,HALE MIDDLE / JENKINS
402HLMOR,HALE MIDDLE / ORR
402HLMPN,HALE MIDDLE / PATTERSON
402HLMRM,HALE LOWER MORRIS MIDDLE
402HLMRS,HALE / MORRIS
402HLMSS,HALE MIDDLE / SELLS
402HLMUR,HALE LOWER / HALE MIDDLE / HALE UPPER / ORR
402HLOBR,HALE / ORR / BARTON RALPH
402HLOR,HALE / ORR
402HLPSC,HALE LOWER / PATTERSON / SELLS / CASEY
402HLSP,HALE / SPIRO
402HLSS,HALE / SELLS
402HLTCK,HALE / TACKETT
402HLUBB,HALE UPPER / BARTON B
402HLUBR,HALE UPPER / BARTON RALPH
402HLUDA,HALE UPPER / DUNN A
402HLUDC,HALE UPPER / DUNN C
402HLUDD,HALE LOWER / HALE UPPER / DUNN C / DUNN A
402HLUHL,HALE UPPER / HALE MIDDLE
402HLUL,HALE UPPER / HALE LOWER
402HLUOR,HALE UPPER / ORR
402HLUSL,HALE UPPER / SELLS
402HLWL,HALE / WOOLSEY
402HMALR,HALE MIDDLE / ALMA LOWER
402HMBDA,HALE MIDDLE / BARTON RALPH / DUNN A
402HMBDC,HALE MIDDLE / HALE BASAL / DUNN C / CASEY
402HMBPD,HALE MIDDLE / BARTON PAUL / DUNN A
402HMBTB,HALE MIDDLE / BARTON B
402HMCLT,HALE MIDDLE / CARPENTER LOWER / TACKETT
402HMDAO,HALE MIDDLE / DUNN A / ORR
402HMDBT,HALE MIDDLE / DUNN C / BARTON RALPH / TACKETT
402HMHUS,HALE MIDDLE HALE UPPER SELLS
402HMJSS,HALE MIDDLE / JENKINS / SELLS
402HMKOR,HALE MIDDLE / KELLY / ORR
402HMLHO,HALE MIDDLE / HALE LOWER / HURST / ORR
402HMUBA,HALE MIDDLE/HALE UP/BRTN RLPH/BYNUM/ARECI/ALMA LO
402HMUCB,HALE MIDDLE / HALE UPPER / CECIL SPIRO / BARTON PAUL
402HMUOD,HALE MIDDLE  / HALE UPPER / ORR / DUNN C
402HNWK,HARTSHORNE / WAPANUCKA
402HOBAC,HALE / ORR / BARTON RALPH / ARECI / CARPENTER UPPER
402HOBFC,HALE LOWER / ORR / BARTON RALPH / GREIBURG / CASEY
402HOBPC,HALE / ORR / BARTON PAUL / CASEY
402HOBRD,HALE LOWER / HALE MIDDLE / ORR / BARTON RALPH / DUNN A
402HPBDC,HALE UP / PATTERSON / BARTON PAUL / DUNN C / CASEY / MOYER
402HPCSH,HALE MIDDLE / PATTERSON / CECIL / SPIRO / HUDSON
402HPHBD,HALE U/PATTRSN/HAMM/BARTN P/DUNN C/SLLS/VERNN/CASY/HRST/MOYR
402HRBG,HARBAUGH SD
402HRJS,HARTSHORNE / JEFFERSON
402HRMW,HOOVER / MORROW
402HRUL,HARTSHORNE / UNION VALLEY
402HSDCA,HALE / SPIRO / DUNN C / DUNN A
402HSPRM,HALE MIDDLE SPIRO
402HTCH,HITCH
402HUBCM,HALE UPPER / BARTON  PAUL / CASEY / MOYER
402HUBUC,HARTFORD UPPER B / HARTFORD UPPER C
402HUMCY,HALE UPPER / HALE MIDDLE / CASEY
402IGRM,INGRAM
402INDB,INDIAN BELLY
402J,J SAND
402JFRS,JEFFERSON
402JFRS1,JEFFERSON 1
402JFRS2,JEFFERSON 2
402JFRSL,JEFFERSON LOWER
402JFRSU,JEFFERSON UPPER
402JLLF,JOLLIFF
402JSCGR,CROMWELL / JEFFERSON / GILCREASE / SENORA
402JSCLW,JEFFERSON / CROMWELL / WAPANUCKA
402KEYES,KEYES
402KEYS,KEYS
402KEYS1,KEYES 1
402KEYS2,KEYES 2
402KEYS3,KEYES 3
402KEYSA,KEYES A
402KEYSB,KEYES B
402KEYSD,KEYES SD
402KEYSL,KEYES LOWER
402KEYSM,KEYES MIDDLE
402KEYSU,KEYES UPPER
402KLLYZ,KELLY ZONE
402KMTW,KEYES / MORROW LOWER / TOPEKA / WABAUNSEE
402KNGD,KINGWOOD
402KPDJH,KESSLER/PATTERSON/DUNN C/JENKINS/HURST/SELLS/FREIBURG/MOYER
402KPJSC,KESSLER / PATTERSON / JENKINS / SELLS / CASEY
402KRDNC,KESSLER / DUNN C
402KRNY,KEARNY
402KRNYU,KEARNY UPPER
402KRON,KRONE
402KSCK,KEYES / CHEROKEE
402KSLOR,KESSLER / ORR
402KSLR,KESSLER
402KSLRL,KESSLER LOWER
402KSLRU,KESSLER UPPER
402KSMWC,KEYES / MORROW / CHEROKEE
402KSMWG,KEYES / MORROW G
402KSMWU,KEYES / MORROW UPPER
402KSND,K SAND
402KYSAL,KEYES / ATOKA/LM/
402KYSSD,KEYES SD 2
402LDFD,LEDFORD
402LKCMC,LANSING-KANSAS CITY / MORROW / CHEROKEE
402LMGP,LIMESTONE GAP
402LNMW,LAYTON / MORROW
402LNMWO,LAYTON / MORROW / OSWEGO
402LYNS,LYONS
402MACFP,MORROW / ATOKA / CHEROKEE / FORT SCOTT / PAWNEE
402MDLMU,MORROW / DEESE LOWER / DEESE MIDDLE / DEESE UPPER
402MJFPL,MORROW SD/JOHNSON ZONE/FORT SCOTT/PAWNEE/LENAPAH
402MJXMM,MORROW / JOHNSON ZONE / MYRICK STATION / MARMATON
402MJZLJ,MARMATON / JOHNSON ZONE / LANSING L / LANSING J
402MKBLG,MORROW / KANSAS CITY B / LANSING G
402MLMTN,MORROW LOWER / MORROW / MARMATON
402MORML,MORROW MARKER LOWER
402MORW7,MORROW 7
402MORWM,MORROW MARKER
402MRBL,MORROW BASAL
402MRRDT,MORROW DOWNTHRUSTED
402MRRL,MORROW LM
402MRRW,MORROW
402MRRW1,MORROW 1
402MRRW2,MORROW 2
402MRRW3,MORROW 3
402MRRW4,MORROW 4
402MRRW5,MORROW 5
402MRRWA,MORROW A
402MRRWB,MORROW B
402MRRWC,MORROW C
402MRRWD,MORROW D
402MRRWE,MORROW E
402MRRWF,MORROW F
402MRRWG,MORROW G
402MRRWH,MORROW H
402MRRWL,MORROW LOWER
402MRRWM,MORROW MIDDLE
402MRRWS,MORROW S
402MRRWU,MORROW UPPER
402MRRWZ,MORROW ZONE
402MRSDM,MORROW SAND MIDDLE
402MRUMR,MORROW UPPER / MARMATON
402MRV11,MORROW V-11
402MRWAT,MORROW / ALTAMONT
402MRWBA,MORROW B / MORROW A
402MRWCD,MORROW C / MORROW D
402MRWCL,MORROW / CHEROKEE LM
402MRWF2,MORROW F2
402MRWGW,MORROW / GRANITE WASH
402MRWHR,MORROW / HOXBAR
402MRWJZ,MORROW / JOHNSON ZONE
402MRWL1,MORROW LOWER 1
402MRWL2,MORROW LOWER 2
402MRWLU,MORROW LOWER / MORROW UPPER
402MRWPN,MORROW / PAWNEE
402MRWS2,MORROW SD 2
402MRWS3,MORROW SD 3
402MRWSH,MORROW SH
402MRWSL,MORROW SAND / MORROW LIME
402MRWTR,MORROW / TORONTO
402MRWUL,MORROW UPPER / MORROW LOWER
402MRWVS,MORROW / VERDIGRIS
402MWACC,MORROW / ATOKA / CHEROKEE / CLEVELAND
402MWAK,MORROW / ATOKA
402MWCDU,MORROW / CLEVELAND UPPER
402MWCKM,MORROW / CHEROKEE / MARMATON
402MWGWA,MORROW UPPER / GRANITE WASH/ATOKA/
402MWHRT,MORROW / TONKAWA / HOOVER
402MWLGK,MORROW / LANSING / KANSAS CITY
402MWLGL,MORROW / LANSING LOWER
402MWLUA,MORROW LOWER / MORROW UPPER / ALTAMONT
402MWMKC,MORROW / MARMATON / KANSAS CITY
402MWMN,MORROW / MARMATON
402MWMNW,MORROW / MARMATON / WABAUNSEE
402MWMRT,MORROW / MARMATON / TORONTO
402MWMWL,MORROW / MORROW LOWER
402MWPN,MORROW / PERMIAN
402MWSD,MORROW SD
402MWSD1,MORROW SD 1
402MWSDL,MORROW SD LOWER
402MWSLA,MORROW SAND LOWER A
402MWSLB,MORROW SAND LOWER B
402MWSUA,MORROW SAND UPPER A
402MWSUB,MORROW SAND UPPER B
402MWUDL,MORROW UPPER / DESMOINESIAN LOWER
402MWULG,MORROW UPPER / LANSING
402ORVL,OTTERVILLE
402ORVLL,OTTERVILLE LOWER
402ORVLU,OTTERVILLE UPPER
402PIRC,PIERCE
402PLDR,PALO DURO
402PPOS,PAPOOSE
402PRDY,PURDY
402PRDY1,PURDY 1
402PRDY2,PURDY 2
402PRDYB,PURDY B
402PRDYL,PURDY LOWER
402PRDYM,PURDY MIDDLE
402PRDYU,PURDY UPPER
402PRGV,PRAIRIE GROVE
402PRMR,PRIMROSE
402PRMRL,PRIMROSE LOWER
402PRMRU,PRIMROSE UPPER
402PRVS,PURVIS
402PRYR,PURYEAR
402RFBG,RIFENBURG
402SAND,PENNSYLVANIAN MORROWAN SAND
402SANDG,G SAND
402SMLT,SMALTZ/SD/
402SMNS,SIMONS
402SMTH,SMITH /MORROW/
402SNWKU,SAVANNA / WAPANUCKA / UNION VALLEY
402SPCM,SPIRO / CROMWELL
402SPWK,SPIRO / WAPANUCKA
402SQBL,SQUAW BELLY
402SQBLL,SQUAW BELLY LOWER
402SQBLM,SQUAW BELLY MORROW
402SQBLU,SQUAW BELLY UPPER
402SSCN,SELLS CANNON
402TKMW,TOPEKA / MORROW
402TSCS,TASCOSA
402ULWK,UNION VALLEY / WAPANUCKA
402UMWK,UNION VALLEY / CROMWELL / WAPANUCKA
402UNVG3,UNION VALLEY / GILCREASE 3
402UNVL,UNION VALLEY
402UNVL2,UNION VALLEY 2
402UNVLL,UNION VALLEY LOWER
402UNVLU,UNION VALLEY UPPER
402UVCM,UNION VALLEY / CROMWELL
402UVDLA,UNION VALLEY / DUTCHER LOWER/ATOKAN/
402WAPRC,WAPANUCKA / ATOKA / PANOLA / RED OAK / CROMWELL
402WASOG,WAPANUCKA / SPIRO / GILCREASE
402WKAJN,WAPANUCKA / JEFFERSON
402WKBLS,WAPANUCKA / BRAZIL / SPIRO
402WKCLA,WAPANUCKA / CROMWELL / ATOKA
402WKRKS,WAPANUCKA / RED OAK / SPIRO
402WLCHM,WILSON CHANNEL MARKER
402WLSY,WOOLSEY
402WPCK,WAPANUCKA
402WPCK1,WAPANUCKA 1
402WPCK2,WAPANUCKA 2
402WPCK3,WAPANUCKA 3
402WPCK4,WAPANUCKA 4
402WPCK5,WAPANUCKA 5
402WPCK6,WAPANUCKA 6
402WPCK7,WAPANUCKA 7
402WPCKA,WAPANUCKA A
402WPCKB,WAPANUCKA B
402WPCKL,WAPANUCKA LOWER /BASAL/
402WPCKU,WAPANUCKA UPPER
402WSPAU,WAPANUCKA / SPIRO / PANOLA / ATOKA UPPER
403AAAML,ATOKA / ALMA LOWER
403AACBS,ALMA LOWER / ALMA UPPER / CARPENTER / BASAL
403AAGWC,ATOKA / GRANITE WASH / CLEVELAND
403AAHUB,ATOKA / HARTFORD UPPER B
403AAMR,ALMA / MCGUIRE
403AAMRM,ATOKA / MARMATON
403AAOR,ALMA / ORR
403AARFC,ATOKA / RED FORK / CLEVELAND
403AASO,ALMA / SPIRO
403AATNF,ATOKA / THIRTEEN FINGER
403ABBBD,ATOKA B / BARTON B / DUNN A
403ABBRS,ATOKA BASAL / BARTON RALPH / SPIRO
403ABCDA,ATOKA BARTON P CASEY DUNN A
403ABCOR,ATOKA B / CASEY / ORR
403ABLE,ABLE
403ABRBD,ATOKA / BARTON RALPH / BASAL / DUNN A
403ABROF,ATOKA BASAL / RED OAK / FANSHAWE
403ABTNF,ATOKA B / THIRTEEN FINGER
403ABUBL,ALMA / BORUM UPPER / BORUM LOWER
403ABZRO,ATOKA / BRAZIL / RED OAK
403ACBMN,ATOKA C/ BASHAM / NICHOLS
403ACCSD,ATOKA / BASAL / CASEY / CECIL / SPIRO / DUNN A
403ACHKS,ATOKA / CHEROKEE / KANSAS CITY
403ACHUC,ATOKA / CRITCHFIELD / HARTFORD UPPER C
403ACMLK,ATOKA / CHEROKEE / MARMATON / LANSING-KANSAS CITY
403ACOCG,ATOKA / CHEROKEE / OSWEGO / COTTAGE GROVE/SD/
403ACRFM,ATOKA / CHEROKEE / RED FORK / MARMATON
403ACSDJ,ATOKA / BASAL / CECIL / SPIRO / DUNN A / JENKINS
403ADACT,ALMA LOWER / DUNN A / DUNN C / TACKETT
403ADAGT,ARECI / DUNN A / GLASSY / TACKETT
403ADCBN,ARECI / DUNN C / BARTON
403ADHRL,ATOKA / DEESE / HOXBAR LOWER
403AFSPL,ATOKA / FORT SCOTT / PAWNEE / LANSING-KANSAS CITY
403AHABC,ATOKA / HARTFORD UPP A / HARTFORD UPP B / HARTFORD UPP C
403AHMAB,ATOKA / HARTFORD MIDDLE A / HARTFORD MIDDLE B
403AHMBA,ATOKA / HARTFORD MID A / HARTFORD MID B / HARTFORD UPP C
403AICDA,ARECI / CASEY / DUNN A
403AICYT,ARECI / CASEY / TACKETT
403AIHM,ARECI / HAMM
403AIMR,ARECI / MCGUIRE
403AIMS,ARECI / MORRIS
403AKA56,ATOKA 5 / ATOKA 6
403AKABB,ATOKA A / BARTON B
403AKABL,ATOKA / BRAZIL
403AKADE,ATOKA / DEESE
403AKAM,ATOKA A MIDDLE
403AKASY,ATOKA STRAY
403AKATA,ATOKA / TONKAWA
403AKBBB,ATOKA / BARTON B / BASAL
403AKBBR,ATOKA B / BARTON
403AKBCN,ATOKA / BASHAM / NICHOLS
403AKBDA,ATOKA / BASAL / DUNN A
403AKBRP,ATOKA / BARTON PAUL
403AKBS,ATOKA BASAL
403AKCG,ATOKA CONGL
403AKDN,ATOKA / DES MOINES
403AKFLR,ATOKA / FLETCHER
403AKFN,ATOKA / FANSHAW
403AKHDU,ATOKA / HARTFORD UPPER
403AKHUC,ATOKA / HARTFORD UPPER C
403AKILC,ATOKA / INOLA / CLEVELAND
403AKLAM,ATOKA LOWER / ATOKA MIDDLE
403AKLKC,ATOKA / LANSING-KANSAS CITY
403AKME,ATOKA MASSIVE
403AKMMS,ATOKA MIDDLE MORRIS
403AKMOR,ATOKA MIDDLE / ORR
403AKMWY,ATOKA MIDDLE / WISLEY
403AKRO,ATOKA / RED OAK
403AKSD,ATOKA SD
403AKSL,ATOKA SH
403AKSO,ATOKA / SPIRO
403AKUAM,ATOKA UPPER / ATOKA MIDDLE
403AKUBL,ATOKA UPPER / BORUM LOWER
403AKUDN,ATOKA UPPER / DESMOINESIAN LOWER
403AKURO,ATOKA UPPER / RED OAK
403AL12M,ALLEN 1 / ALLEN 2 / MCGUIRE
403AL1A2,ALLEN 1 / ALLEN 2
403AL1BB,ALLEN 1 / BARTON B
403AL1MG,ALLEN 1 / MCGUIRE
403AL2MC,ALLEN 2 / MCGUIRE
403ALALM,ALMA LOWER / ATOKA LOWER MIDDLE / ATOKA UPPER MIDDLE
403ALBM,ALLEN LOWER / BYNUM
403ALBP,ALMA LOWER / BARTON PAUL
403ALBST,ALMA LOWER / BASHAM / TURNER
403ALBUL,ATOKA LIME / BOOCH UPPER / BOOCH LOWER
403ALCLT,ALMA LOWER / CARPENTER LOWER / TACKETT
403ALCMR,ALMA / CASEY / MORRIS
403ALCR,ALMA CARPENTER
403ALDC,ALMA LOWER DUNN C
403ALDCS,ALMA LOWER / DUNN C / SELLS
403ALHFD,ALMA LOWER / HARTFORD
403ALHTK,ALMA / HURST / TACKETT
403ALLAS,ALMA LOWER / ALMA / STRAY
403ALLBM,ALMA LOWER BASHAM
403ALLBY,ALMA LOWER BYNUM
403ALLN,ALLEN /ATOKA/
403ALLN1,ALLEN 1 /ATOKA/
403ALLN2,ALLEN 2 /ATOKA/
403ALLN3,ALLEN 3/ATOKA/
403ALLNL,ALLEN LOWER /ATOKA/
403ALLNU,ALLEN UPPER /ATOKA/
403ALLTC,ALLEN LOWER / TACKET
403ALMA,ALMA
403ALMAL,ALMA LOWER
403ALMAM,ALMA MIDDLE
403ALMAU,ALMA UPPER
403ALMCL,ALMA LOWER / ALMA MIDDLE / CARPENTER LOWER
403ALMCR,ALMA CARPENTER LOWER
403ALMML,ALMA MIDDLE ALMA LOWER
403ALMNC,ALMA / NICHOLS
403ALMTC,ALMA TACKETT
403ALMUM,ALMA UPPER ALMA MIDDLE
403ALSAM,ALMA / STRAY / ATOKA MIDDLE
403ALSTB,ALMA / STRAY / BASHAM
403ALSTN,ALMA / STRAY / NICHOLS
403ALTLU,ALMA LOWER / TURNER LOWER / TURNER UPPER
403ALTMU,ATOKA LOWER / ATOKA MIDDLE / ATOKA UPPER
403ALTRN,ALMA LOWER TURNER
403ALUBR,ALMA UPPER / BARTON RALPH
403ALUBU,ALMA UPPER / BORUM UPPER
403ALUCB,ALMA UPPER CARPENTER B
403ALUCL,ALMA UPPER / CARPENTER LOWER
403ALUCU,ALMA UPPER / CARPENTER UPPER
403ALUMF,ALMA UPPER / MANSFIELD
403ALUMR,ALLEN UPPER / MCGUIRE
403ALUNS,ALMA UPPER / NICHOLS
403ALUOR,ALMA UPPER / ORR
403AMADC,ALMA / ARECI / DUNN C
403AMCL,ALMA MIDDLE CARPENTER LOWER
403AMCLU,ALMA MIDDLE / CARPENTER LOWER / CARPENTER UPPER
403AMCRU,ALMA MIDDLE / CARPENTER UPPER
403AMCS,ATOKA MIDDLE / CASEY
403AMLCL,ALMA LOWER / CARPENTER LOWER
403AMLUC,ALMA LOWER / ALMA UPPER / CARPENTER LOWER
403AMUBT,ATOKA UPPER / ATOKA MIDDLE / BASHAM / TURNER
403AMUFL,ATOKA MIDDLE / ATOKA UPPER / FLETCHER
403ANACI,ALLEN / ARECI
403ANMG,ALLEN MCGUIRE
403ANSP,ALLEN SPIRO
403ARBRR,ARECI / BARTON RALPH
403ARCI,ARECI
403ARCIB,ARECI B
403ARCR,ARECI / CARPENTER
403ARCS,ARECI / CASEY
403ARDN,ARECI / DUNN
403ARDNA,ARECI / DUNN A
403ARDNC,ARECI / DUNN C
403ARDOK,ALMA / RED OAK
403AREOR,ARECI / ORR
403ARFBC,ATOKA / RED FORK / BIG LIME / CLEVELAND
403ARHEU,ARECI / HALE UPPER
403ARIBP,ARECI / BARTON PAUL
403ARTC,ARECI / TACKETT
403ASNDB,ALMA STRAY / NICHOLS D / BORUM
403ASTRN,ALMA STRAY TURNER
403ATBCY,ATOKA BASAL CASEY
403ATBDC,ATOKA / BASAL / DUNN C
403ATBRA,ATOKA BASAL BARTON A
403ATBSH,ATOKA BASHAM
403ATBT,ATOKA BARTON
403ATHS,ATOKA HOT SHALE
403ATKAM,ATOKA / ALTAMONT
403ATKBC,ATOKA B / ATOKA C
403ATKC,ATOKA/CHERT/
403ATKFS,ATOKA/LM/ / FORT SCOTT
403ATKLM,ATOKA /LM/
403ATKUL,ATOKA UPPER / ATOKA LOWER
403ATKUM,ATOKA UPPER MIDDLE
403ATLUM,ATOKA LOWER MIDDLE / ATOKA UPPER MIDDLE
403ATMG,ATOKA MCGUIRE
403ATMNS,ATOKA MIDDLE / NICHOLS
403ATMPT,ATOKA MIDDLE / PLUNKETT
403ATMSP,ATOKA MIDDLE SPIRO
403ATNC,ATOKA NICHOLS
403ATOK1,ATOKA 1
403ATOK2,ATOKA 2
403ATOK3,ATOKA 3
403ATOK5,ATOKA 5
403ATOK6,ATOKA 6
403ATOKA,ATOKA A
403ATOKB,ATOKA B
403ATOKC,ATOKA C
403ATOKD,ATOKA D
403ATOKE,ATOKA E
403ATOKF,ATOKA F
403ATOKG,ATOKA G
403ATOKH,ATOKA H
403ATOKL,ATOKA LOWER
403ATOKM,ATOKA MIDDLE
403ATOKP,ATOKA PAY
403ATOKU,ATOKA UPPER
403ATOLM,ATOKA LM / ATOKA MIDDLE
403ATPRO,ATOKA / PANOLA / RED OAK
403ATSP,ATOKA SPIRO
403ATUAT,ATOKA UPPER ATOKA MIDDLE
403ATUBS,ATOKA UPPER BASHAM
403ATUTU,ATOKA UPPER TURNER UPPER
403AUCLD,ALMA UPPER / CARPENTER LOWER / DUNN A
403AUFRO,ATOKA UPPER / FANSHAWE / RED OAK
403AUHBB,ATOKA UPPER / HARTSHORNE / BOOCH LOWER / BARTLESVILLE
403AULPL,ATOKA UPPER / ATOKA LOWER / PANOLA
403AULRO,ATOKA UPPER / ATOKA LOWER / RED OAK
403AUTKT,ALMA UPPER TACKETT
403BACLS,BARTON A / CECIL / SPIRO
403BBANB,BORUM UPPER B / BORUM UPPER A / NICHOLS / BASHAM
403BBCLS,BARTON B / CECIL / SPIRO
403BBCNT,BORUM UPPER B / BORUM UPPER C / NICHOLS D / TURNER UPPER
403BBCSD,BARTON PAUL / BARTON RALPH / CECIL / SPIRO / DUNN C
403BBLBU,BASHAM / BORUM LOWER / BORUM UPPER
403BCCFH,BARTON R / CASEY LOWER / CASEY UPPER / FREIBURG / HUDSON
403BCCSD,BARTON P / BARTON R / CARPENTER L / CECIL / SPIRO / DUNN C
403BCDAC,BARTON / CECIL / DUNN A / DUNN C
403BCDAM,BARTON P BARTON R CASEY DUNN A MORRIS
403BCDOR,BARTON RALPH / CASEY / DUNN A / ORR
403BCGM,BEND CONGL
403BCGMA,BEND CONGL A
403BCKW,BLACK LM WEST
403BCKZ,BUCKHAUTZ
403BCLNT,BORUM UPPER / CARPENTER LOWER / NICHOLS / TURNER
403BCYDC,BARTON R CASEY DUNN C
403BDCHS,BYNUM / DUNN C / HURST / SELLS
403BDCHT,BYNUM LOWER DUNN C HURST
403BDCSP,BARTON DUNN C SPIRO
403BDDD,BULLARD / DIAMOND
403BDHL,BAD HOLE
403BDPRO,BULLARD / PANOLA / RED OAK
403BDSD,BEND SD
403BEND,BEND
403BENDL,BEND LOWER
403BENDU,BEND UPPER
403BFSJS,BYNUM / FREIBURG / SELLS / JENKINS
403BGSC,BIG SALINE CONGL
403BGSL,BIG SALINE
403BLABC,BORUM LOWER / BORUM A / BORUM B / BORUM C
403BLBLA,BORUM LOWER / BORUM LOWER A
403BLCDF,BYNUM LOWER / CASEY / DUNN A / FREIBURG
403BLCK,BLACK
403BLCYS,BYNUM LOWER / CASEY / SELLS
403BLFH,BRAZIL / FANSHAWE
403BLHRG,BARTLESVILLE / HARTSHORNE / GILCREASE
403BLRD,BULLARD
403BLTLB,BORUM UPPER / TURNER LOWER / BASHAM
403BLTNB,BORUM LOWER / TURNER UPPER / NICHOLS / BASHAM
403BLUAC,BORUM LOWER / BORUM UPPER A / BORUM UPPER C
403BLUNT,BORUM LOWER / BORUM UPPER / NICHOLS / TURNER
403BLUTN,BORUM LOWER / BORUM UPPER / TURNER UPPER / NICHOLS
403BLUTU,BORUM LOWER / BORUM UPPER / TURNER
403BMABC,BORUM A / BORUM B / BORUM C
403BMABU,BORUM A / BORUM UPPER
403BMBM,BASHAM / BORUM
403BMBMN,BASHAM BORUM NICHOLS
403BMBUA,BASHAM / BORUM UPPER A
403BMLBC,BORUM LOWER / BORUM UPPER C
403BMLMU,BORUM LOWER / BORUM MIDDLE / BORUM UPPER
403BMLNC,BASHAM LOWER / NICHOLS
403BMMTR,BORUM MIDDLE / TURNER
403BMNCT,BORUM NICHOLS TURNER
403BMOR,BYNUM / ORR
403BMTBU,BASHAM / TURNER / BORUM UPPER
403BMTR,BASHAM TURNER
403BMTRL,BASHAM / TURNER LOWER
403BMTRU,BORUM / TURNER UPPER
403BMTUN,BORUM / TURNER UPPER / NICHOLS
403BMUAT,BORUM UPPER A / TURNER
403BMUBM,BORUM UPPER / BORUM LOWER
403BMUPB,BORUM UPPER B
403BMUPD,BORUM UPPER D
403BNHM,BONHAM
403BNPDA,BARTON PAUL / DUNN A
403BNRC,BARTON RALPH CASEY
403BNRCL,BARTON RALPH / CARPENTER LOWER
403BNRDA,BARTON RALPH / DUNN A
403BNTN,BOYNTON
403BNUML,BYNUM LOWER
403BOND,BOND
403BONDS,BOND SD
403BONR,BONAIR
403BPBMO,BARTON PAUL / BYNUM / ORR
403BPBRD,BARTON PAUL / BARTON RALPH / DUNN A
403BPCCS,BARTON PAUL / CECIL / SPIRO
403BPCFG,BARTON PAUL / CASEY / FREIBURG
403BPCSJ,BARTON PAUL / CECIL / SPIRO / JENKINS
403BPCYJ,BARTON PAUL / CASEY / JENKINS
403BPDAC,BARTON PAUL / DUNN A / DUNN C
403BPDAP,BARTON PAUL / DUNN A / PATTERSON
403BPDCJ,BARTON PAUL / DUNN C / JENKINS
403BPDHS,BARTON PAUL / BARTON RALPH / DUNN C / HALE / SPIRO
403BPDJC,BARTON PAUL / DUNN C / JENKINS / SELLS / CASEY
403BPDJS,BARTON PAUL / DUNN C / JENKINS / SELLS
403BPDNC,BARTON PAUL / DUNN C / CASEY
403BPHHS,BARTON PAUL / HAMM / HALE / SELLS
403BPHSL,BARTON PAUL / HAMM / SELLS
403BPJS,BARTON PAUL JENKINS
403BPMOR,BARTON PAUL / MORRIS / ORR
403BPRAU,BARTON PAUL / BARTON RALPH / ALMA UPPER
403BPRBO,BARTON P BARTON R BYNUM ORR
403BPRCC,BARTON PAUL / BARTON RALPH / CARPENTER LOWER / CASEY
403BPRCD,BARTON PAUL / BARTON RALPH / CECIL / DUNN C
403BPRCS,BARTON PAUL / BARTON RALPH / CECIL / SPIRO
403BPSLA,BARTON PAUL / SELLS / ALMA LOWER
403BRBCL,BARTON B / CARPENTER LOWER
403BRBUC,BARTON RALPH / BARTON U / CASEY
403BRCCS,BARTON RALPH / CASEY / CECIL / SPIRO
403BRCDA,BARTON RALPH / CASEY / DUNN A
403BRCDC,BARTON RALPH / CECIL / SPIRO / DUNN C
403BRCDF,BARTON RALPH / CARPENTER LOWER / DUNN A / FREIBURG
403BRCDO,BARTON / CARPENTER / DUNN / ORR
403BRCDS,BARTON PAUL / BARTON RALPH / CECIL / DUNN A / SPIRO
403BRCFG,BARTON RALPH / CASEY / FREIBURG
403BRCH,BIRCH
403BRCLD,BARTON RALPH / CARPENTER LOWER / DUNN C
403BRCOS,BARTON RALPH / CECIL / ORR / SPIRO
403BRCR,BARTON R CARPENTER
403BRCSD,BARTON RALPH CASEY DUNN
403BRCY,BARTON R / CASEY
403BRDAC,BARTON RALPH / DUNN A / DUNN C
403BRDAO,BARTON RALPH / DUNN / A ORR
403BRDAS,BARTON RALPH / DUNN A / SPIRO
403BRDCS,BARTON RALPH / DUNN C / SPIRO
403BRDCT,BARTON RALPH / DUNN C / TACKETT
403BRDHL,BARTON RALPH / DUNN C / HALE LOWER
403BRDHV,BARTON RALPH / DUNN C / HENSON / VERNON
403BRDNB,BARTON RALPH / DUNN B
403BRGR,BURGNER
403BRHST,BARTON RALPH / HURST
403BRKYO,BARTON RALPH / KELLY / ORR
403BRLA,BORUM LOWER A
403BRLN,BERLIN
403BRMAB,BORUM A / BORUM B
403BRMBU,BORUM / BORUM UPPER
403BRMC,BORUM C
403BRMMU,BORUM MIDDLE / BORUM UPPER
403BRMNC,BORUM UPPER / NICHOLS
403BRMUC,BORUM UPPER C
403BRNA,BERLIN A
403BRNB,BERLIN B
403BRNC,BERLIN C
403BRND,BERLIN D
403BRNDA,BARTON / DUNN A
403BRNP,BARTON PAUL /BARTON L/
403BRNR,BARTON RALPH /BARTON U/
403BRNT,BRENT
403BRPBY,BARTON PAUL / BYNUM
403BRPCL,BARTON PAUL / CARPENTER LOWER
403BRPCR,BARTON PAUL / CARPENTER
403BRPDA,BARTON RALPH / BARTON PAUL / DUNN A / DUNN C
403BRPHM,BARTON PAUL HAMM
403BRPMR,BARTON PAUL / MORRIS
403BRPOR,BARTON PAUL / ORR
