FORM_ID,FORM_NAME
354PNCL,PITKIN / CROWELL
354PNNG,PENNINGTON
354PPDGZ,POPE / DAUGHERTY ZONE
354PRKS,PERKINS
354PRKSL,PERKINS LOWER
354PRKSM,PERKINS MIDDLE
354PRRM,PRAIRIE MOUNTAIN
354PRVN,PARVIN
354PRVNL,PARVIN LOWER
354PRVNU,PARVIN UPPER
354PTKN,PITKIN
354PTKNI,PITKIN LM
354RFBPL,RAVENCLIFF / BLUESTONE/GROUP/ / POCAHONTAS / LEE
354RNLT,RENAULT
354SGCR,SPRINGER / CHESTER
354SNLKC,SPERGEN / LANSING-KANSAS CITY
354TSKM,TUSKAHOMA
354TSPG,TAR SPRINGS
354TWCR,TONKAWA / CHESTER
354VINN,VIENNA /LM/
354WDGBR,WEDINGTON / BARTON R
354WDGOR,WEDINGTON / ORR
354WDGTL,WEDINGTON LOWER
354WDGTU,WEDINGTON UPPER
354WDNG,WEDINGTON
354WDSS,WEDINGTON / SELLS
354WGKRC,WEDINGTON / KESSLER / CASEY
354WGNFE,WEDINGTON / FAYETTEVILLE
354WHCNS,WEDINGTON / HALE MIDDLE / HALE UPPER / CANNON / SELLS
354WLBG,WALTERSBURG /SD/
354WLDM,WILDHORSE MOUNTAIN
354WNPHM,WEDINTON / PITKIN / HALE MIDDLE
354WSLY,WESLEY
354WTPTS,WEDINGTON / PATTERSON / SELLS
354YNKN,YANKEETOWN
359AKMP,ATOKA / MISSISSIPPIAN
359CHAT,CHAT
359CHATL,CHAT LOWER
359CHATM,CHAT MIDDLE
359CHATU,CHAT UPPER
359CHOCL,CHAT / OSWEGO / CLEVELAND
359CHOSW,CHAT / OSWEGO
359COPWA,CHAT / OSWEGO / PAWNEE / WEISER / ALTAMONT / LENAPAH
359DFSLC,MISSISSIPPIAN DOLOMITE / FORT SCOTT / LANSING C
359DFSLK,MISSISSIPPIAN DOLOMITE / FORT SCOTT / LANSING-KANSAS CITY
359DLMT,DOLOMITE
359DRMPR,DUTCHER / MISSISSIPPIAN / RED FORK
359HKZAT,HUCK ZONE/ALTAMONT
359HKZN,HUCK ZONE
359HLMS,HOLMES /SD/
359HTMPO,HART / MISSISSIPPIAN / OSBORN
359HXRMS,HOXBAR / MISSISSIPPIAN
359HZATB,HUCK ZONE / ALTAMONT B
359JKNT,JOE KNIGHT/LM/
359KCLSM,KANSAS CITY / LANSING / MISSISSIPPIAN
359KSMP,KEYES / MISSISSIPPIAN
359LCMPO,LANSING-KANSAS CITY / MISSISSIPPIAN / OSWEGO
359LLO1M,LAYTON LOWER / OSWEGO 1 / MISSISSIPPIAN
359LRDO,LERADO
359MCBCC,MISSISSIPPIAN CHAT / BARTLESVILLE / CHEROKEE COAL
359MCIRO,MISSISSIPPIAN SOLID/CHESTER UPPER/INOLA/RED FORK/OSWEGO
359MCSBO,MISSISSIPPIAN LIME / CHAT / SKINNER/SD/ / BIG LIME-OSWEGO
359MDLKC,MISSISSIPPIAN DOLOMITE / LANSING-KANSAS CITY
359MFSMC,FORT SCOTT / MUNCIE CREEK / MISSISSIPPIAN
359MFSML,MISSISSIPPIAN / FORT SCOTT / MARMATON / LANSING
359MHOD,MISSISSIPPIAN CHAT / OREAD
359MIRFU,MISSISSIPPIAN / INOLA / RED FORK / UNCONFORMITY
359MIRSC,MISSISSIPPIAN / RED FORK / SKINNER / CLEVELAND
359MJZFS,MISSISSIPPIAN / JOHNSON ZONE / FORT SCOTT
359MLCHS,MISSISSIPPIAN LIME / CHAT / SKINNER /SD/
359MLCOC,MISSISSIPPIAN LIME / MISSISSIPPIAN CHAT / OSWEGO / CLEVELAND
359MLCRF,MISSISSIPPIAN LIME / MISSISSIPPIAN CHAT / RED FORK
359MLCSC,MISSISSIPPIAN LIME/MISSISSIPPIAN CHAT/SKINNER/SD//CLEVELAND
359MLMIR,MISSISSIPPIAN LIME/MANNING/INOLA/RED FORK
359MLOBL,MISSISSIPPIAN LIM/OSWEGO/BIG LIME
359MLOCD,MISSISSIPPIAN LIME / OSWEGO / CLEVELAND
359MLPP,MISSISSIPPIAN LIME / PERU / PRUE
359MLSLB,MISSISSIPPIAN LIME / SKINNER LOWER/BASAL/
359MLSOB,MISSISSIPPIAN LIME / SKINNER/SD/ / OSWEGO / BIG LIME
359MMCIR,MISSISSIPPIAN SOLID / MANNING / CHESTER / INOLA / RED FORK
359MMLKC,MISSISSIPPIAN / MARMATON / LANSING-KANSAS CITY
359MNBD,MISSISSIPPIAN BEDDED
359MOSP,MISSISSIPPIAN / OSBORN / PRUE / SKINNER
359MPBVP,MISSISSIPPIAN / BARTLESVILLE / PRUE
359MPCBV,MISSISSIPPI CHAT/BARTLESVILLE SD
359MPCEB,MISSISSIPPIAN / CHEROKEE/SD/ / BASAL
359MPCK,MISSISSIPPIAN / CHEROKEE
359MPDM,MISSISSIPPIAN DOLOMITE
359MPFML,MISSISSIPPIAN / PAWNEE/FORT SCOTT/MYRICK STATION/LANSING K
359MPGR,MISSISSIPPIAN / GILCREASE
359MPISC,MISSISSIPPIAN / INOLA / SKINNER / CLEVELAND
359MPLM,MISSISSIPPIAN LM
359MPLUT,MISSISSIPPIAN LIME UNCONFORMITY
359MPOG,MISSISSIPPIAN / OSWEGO
359MPOGU,MISSISSIPPIAN / OSWEGO / UNCONFORMITY
359MPOKC,MISSISSIPPIAN / OSWEGO / KANSAS CITY
359MPORT,MISSISSIPPIAN / OSBORN / TONKAWA
359MPPVL,MISSISSIPPIAN / PENNSYLVANIAN LOWER
359MPRF,MISSISSIPPIAN REEF
359MPRS,MISSISSIPPIAN / PRUE / RED FORK / SKINNER
359MPSH,MISSISSIPPIAN SH
359MPSL,MISSISSIPPIAN / SQUIRREL
359MPSRT,MISSISSIPPIAN / SKINNER / TONKAWA
359MRFCC,MISSISSIPPIAN / RED FORK / CLEVELAND L / COTTAGE GROVE
359MRFSP,MISSISSIPPIAN / RED FORK / SKINNER / PRUE
359MRSOH,MISSISSIPPIAN / RED FORK / SKINNER / OSWEGO / HOXBAR
359MRSP,PRUE / SKINNER / RED FORK / MISSISSIPPIAN LIME
359MSBPN,MISSISSIPPIAN / BASAL PENNSYLVANIAN
359MSCCK,MISSISSIPPIAN CHERT / CHEROKEE
359MSCGL,MISSISSIPPIAN / COTTAGE GROVE / LAYTON
359MSCH,MISSISSIPPIAN CHERT
359MSCHL,MISSISSIPPIAN / CHEROKEE/LM/
359MSCHS,MISSISSIPPIAN / CHEROKEE/SD/
359MSCHT,MISSISSIPPIAN CHERT/CHAT/
359MSCRC,MISSISSIPPIAN CHAT / ROWE COAL
359MSCTA,MISSISSIPPIAN CHAT A
359MSDT,MISSISSIPPIAN DETRITAL
359MSKYS,MISSISSIPPIAN / KEYES
359MSLCK,MISSISSIPPIAN LIME / CHEROKEE
359MSLD,MISSISSIPPIAN SOLID
359MSLKC,MISSISSIPPIAN / LANSING-KANSAS CITY
359MSLM,MISSISSIPPIAN LIME
359MSLMW,MISSISSIPPIAN LIME / MORROW
359MSLNA,MISSISSIPPIAN / LANSING A
359MSMCR,MISSISSIPPIAN SOLID / MANNING / CHESTER / RED FORK
359MSMIO,MISSISSIPPIAN / MANNING / INOLA / OSWEGO
359MSMKS,MISSISSIPPIAN / MYRICK STATION
359MSMRC,MISSISSIPPIAN SOLID / MERAMEC
359MSNU1,MISSISSIPPIAN UNCONFORMITY 1
359MSNU2,MISSISSIPPIAN UNCONFORMITY 2
359MSOLK,MISSISSIPPIAN  / OSWEGO / LANSING-KANSAS CITY
359MSONO,MISSISSIPPIAN / OSBORN / OSWEGO
359MSPC,MISSISSIPPIAN C
359MSPCC,MISSISSIPPIAN / CHEROKEE COAL
359MSPCM,MISSISSIPPIAN SOLID / CHAT/MUSSELEM
359MSPD,MISSISSIPPIAN D
359MSPJZ,MISSISSIPPIAN / JOHNSON ZONE
359MSPLC,MISSISSIPPIAN LIME / CHAT
359MSPLD,MISSISSIPPIAN / LANSING D
359MSPLE,MISSISSIPPIAN / LANSING E
359MSPLL,MISSISSIPPIAN LIME/LAYTON 2
359MSPLU,MISSISSIPPIAN LIME UPPER
359MSPMS,MISSISSIPPIAN / MORROW SD
359MSPMU,MISSISSIPPIAN / MISSISSIPPIAN UPPER
359MSPMW,MISSISSIPPIAN / MORROW
359MSPNU,MISSISSIPPIAN UNCONFORMITY
359MSPPE,MISSISSIPPIAN / PRUE
359MSPVL,MISSISSIPPIAN/VIOLA
359MSPVZ,MISSISSIPPIAN / VERTZ
359MSPW,MISSISSIPPIAN WEATHERED
359MSRFS,MISSISSIPPIAN / RED FORK / SKINNER LOWER
359MSSCT,MISSISSIPPIAN SOLID / CHAT
359MSSIL,MISSISSIPPIAN SOLID / INOLA
359MSSKH,MISSISSIPPIAN / SKINNER / HERINGTON
359MSSLD,MISSISSIPPI SOLID
359MSSP,MISSISSIPPIAN
359MSSPA,MISSISSIPPIAN A
359MSSPB,MISSISSIPPIAN B
359MSSPC,MISSISSIPPIAN CONGL
359MSSPE,MISSISSIPPIAN ERO
359MSSPS,MISSISSIPPIAN SAND
359MSSRH,MISSISSIPPIAN / SKINNER / HOXBAR
359MWCIM,MSLM/VERDIGRIS/WEIR/CROWBERG/IRNPST/MULKYC/OSWEGO/DWSN/ROWEC
359MWSML,MORROW / SPRINGER / MISSISSIPPIAN LIME
359OACUM,OSWEGO / ATOKA / CHESTER UNCONFORMITY / MISSISSIPPIAN LIME
359OGMP,OSWEGO / MISSISSIPPIAN
359ORMP,OSBORN / MISSISSIPPIAN
359RCRCC,ROWE COAL / RIVERTON COAL / CHAT
359RKMP,RED FORK / MISSISSIPPIAN
359RKMPC,RED FORK / MISSISSIPPIAN / CHEROKEE
359SAND,MISSISSIPPIAN UNDIFFERENTIATED SAND
359SRCKM,SKINNER / CHEROKEE / MISSISSIPPIAN
369CSPG,CHESTER / SPRINGER
369JSVL,JOHNS VALLEY
369JSVLB,JOHNS VALLEY BASAL
369OCFC,OUACHITA FACIES
369SAND,MISSISSIPPIAN PENNSYLVANIAN SAND
401ADDG,ALDRIDGE
401ADDG2,ALDRIDGE 2
401ADDGL,ALDRIDGE LOWER
401ADDGU,ALDRIDGE UPPER
401ADGHR,ALDRIDGE / HUMPHREYS
401ADRS,ANDERSON
401ADRS1,ANDERSON 1
401ADRS2,ANDERSON 2
401ADRSU,ANDERSON UPPER
401AKMWS,ATOKA / MORROW / SPRINGER
401BBBSC,BOATWRIGHT LOWER/BOATWRIGHT/BRITT/SPRINGER/CUNNING LO
401BGPR,BOATWRIGHT / PRIMROSE
401BLBUL,BRITT LOWER / BOATWRIGHT UPPER / BOATWRIGHT LOWER
401BLCDH,BRITT LOWER / CUNNINGHAM LOWER / DORNICK HILLS LOWER
401BMPR,BRITT / MORROW / PRIMOSE
401BRTA,BRITT A
401BRTPR,BRITT / PRIMROSE
401BRTS,BRITT STRAY
401BRTT,BRITT
401BRTTL,BRITT LOWER
401BRTTM,BRITT MIDDLE
401BRTTU,BRITT UPPER
401BSCMA,BOATWRIGHT / SPRINGR / CUNNINGHAM / MORROW / ATOKA
401BTBG,BRITT / BOATWRIGHT
401BTBTC,BOATWRIGHT / BRITT / CUNNINGHAM
401BTBUS,BOATWRIGHT / BRITT UPPER / SPRINGER
401BTPRM,BOATWRIGHT / PRIMROSE / MACOMA
401BTRG,BOATWRIGHT
401BTRGL,BOATWRIGHT LOWER
401BTRGM,BOATWRIGHT MIDDLE
401BTRGU,BOATWRIGHT UPPER
401BTSG,BRITT / SPRINGER
401BTUBL,BRITT UPPER / BOATWRIGHT LOWER
401BURR,BURR
401CHKSP,CHEROKEE / SPRINGER
401CMBT,CUNNINGHAM / BOATWRIGHT
401CNGM,CUNNINGHAM
401CNGML,CUNNINGHAM LOWER
401CNGMM,CUNNINGHAM MIDDLE
401CNGMU,CUNNINGHAM UPPER
401CRSS,CARPENTER / SIMS
401DTSN,DOTSON
401FLTP,FLATTOP
401FLTP1,FLATTOP 1
401FLTP2,FLATTOP 2
401FPSSV,FLATTOP / SIMS / VELMA
401GDTFE,GOODWIN / DEESE / TUSSY / FUSILINA / EASON
401GDWN,GOODWIN
401GDWN1,GOODWIN 1
401GDWN2,GOODWIN 2
401GDWN3,GOODWIN 3
401GDWNL,GOODWIN LOWER
401GDWNM,GOODWIN MIDDLE
401GDWNU,GOODWIN UPPER
401GUHLU,GOODWIN / GOODWIN UPPER / HUMPHREYS LOWER / HUMPHREYS UPPER
401GWFTS,GOODWIN/FLATTOP/SIMS 3/SIMS 1
401HMPR,HUMPHREYS
401HMPR1,HUMPHREYS 1
401HMPR2,HUMPHREYS 2
401HMPRL,HUMPHREYS LOWER
401HMPRM,HUMPHREYS MIDDLE
401HMPRU,HUMPHREYS UPPER
401HRTN,HORTON
401HRTN1,HORTON 1
401HRTN2,HORTON 2
401HRTN3,HORTON 3
401HRTNL,HORTON LOWER
401HRTNM,HORTON MIDDLE
401HRTNU,HORTON UPPER
401HSDHM,HUMPHREYS / SIMS / DORNICK HILLS / MARKHAM
401HTSN,HUTSON
401ISCR,INSCORE
401KTCM,KETCHUM SD
401LKAM,LAKE ARDMORE
401MRKM,MARKHAM
401MRKML,MARKHAM LOWER
401MRKMU,MARKHAM UPPER
401MRSPG,MORROW / SPRINGER
401MRTN,MARTIN
401MTNDE,MARTIN/SD/ / DEESE
401MVLM2,MASSIVE LM 2
401MVLML,MASSIVE LM LOWER
401MVLMU,MASSIVE LM UPPER
401MWBT,MORROW / BRITT
401MWSPR,MORROW / SPRINGER
401ODWM,OLD WOMAN
401OVBK,OVERBROOK
401PKCG,PARKS /CUNNINGHAM/
401PSLVL,PENNSYLVANIAN LOWER
401RDCB,ROD CLUB
401SGBT,SPRINGER / BOATWRIGHT
401SGDLD,SPRINGER / DORNICK HILLS / DEESE
401SGMAD,SPRINGER / MORROW / ATOKA / DEESE
401SGMWA,SPRINGER / MORROW / ATOKA
401SGMWD,SPRINGER / MORROW / DEESE
401SGMWL,SPRINGER / MORROW LOWER
401SGMWS,SPRINGER / MORROW / SKINNER
401SIMS,SIMS
401SIMS1,SIMS 1
401SIMS2,SIMS 2
401SIMS3,SIMS 3
401SIMS4,SIMS 4
401SIMSA,SIMS A
401SIMSB,SIMS B
401SIMSL,SIMS LOWER
401SIMSM,SIMS MIDDLE
401SIMSU,SIMS UPPER
401SMPGW,SPRINGER / MORROW / PENNSYLVANIAN / GRANITE WASH
401SMSLA,SIMS LOWER A
401SMSMA,SIMS MIDDLE A
401SMSUA,SIMS UPPER A
401SPBG,SPIERS / BOATWRIGHT
401SPGS,SPRINGER/SH/
401SPGWY,SPRINGER / WAMSLEY
401SPRG,SPRINGER
401SPRG1,SPRINGER 1
401SPRG2,SPRINGER 2
401SPRG3,SPRINGER 3
401SPRG4,SPRINGER 4
401SPRGA,SPRINGER A
401SPRGB,SPRINGER B
401SPRGC,SPRINGER C
401SPRGD,SPRINGER D
401SPRGL,SPRINGER LOWER
401SPRGM,SPRINGER MIDDLE
401SPRGO,SPRINGER OVERTURNED
401SPRGT,SPRINGER SUBTHRUST
401SPRGU,SPRINGER UPPER
401SPRGZ,SPRINGER ZONE
401SPRS,SPIERS
401SRSCP,SPRINGER / SPRINGER C / PRIMROSE
401VELM,VELMA
401WMSL,WAMSLEY
401WMSLL,WAMSLEY LOWER
401WMSLU,WAMSLEY UPPER
401WODS,WOODS
401WODS1,WOODS 1
401WODS2,WOODS 2
401WODSL,WOODS LOWER
401WODSU,WOODS UPPER
402AAUHE,ATOKA UPPER / HALE
402ABCLH,ATOKA B CANNON LOWER HALE
402ABDHL,ATOKA B BARTON R DUNN C HALE
402ABH12,ATOKA / BASAL / HALE 1 / HALE 2
402ABHLU,ATOKA / BASAL / HALE LOWER / HALE UPPER
402AKHLB,ATOKA / HALE B
402AKKS,ATOKA / KEYES
402AKSOC,ATOKA / SPIRO / CROMWELL
402AKSPW,ATOKA / SPIRO / WAPANUCKA
402AKWK,ATOKA/LM/ / WAPANUCKA
402ALHLB,ALLEN LOWER / HALE B
402ALMKS,ALMA / KESSLER
402ALSN,ALLISON
402AMLHE,ALMA LOWER / HALE
402AMSPW,ATOKA MIDDLE / SPIRO / WAPANUCKA
402ARBRD,ARECI / BRENTWOOD
402ARCLH,ARECI / CARPENTER LOWER / HALE
402ARDNH,ARECI / DUNN / HALE
402ARHL,ARECI / HALE
402ATHL,ATOKA HALE
402BBCDD,BARTON RALPH / BRENTWOOD / CARPENTER / DUNN A / DUNN C
402BBHLM,BARTON PAUL / BARTON RALPH / HALE LOWER / HALE MIDDLE
402BCHJK,BARTON P CASEY HALE JENKINS
402BCSHL,BARTON P CASEY HALE
402BDACH,BARTON PAUL / DUNN A / DUNN C / HALE
402BDBRD,BRENTWOOD / BARTON / DUNN
402BDBRU,BRENTWOOD / BARTON RALPH / BARTON U
402BDBTR,BRENTWOOD BARTON RALPH
402BDCC,BRENTWOOD / CECIL
402BDCS,BRENTWOOD CASEY
402BDDNA,BRENTWOOD / DUNN A
402BDHL,BRENTWOOD HALE
402BDHLU,BRENTWOOD HALE UPPER
402BDHMG,BRENTWOOD / HALE / MCGUIRE
402BDHT,BRENTWOOD / HURST
402BDHUL,BRENTWOOD / HALE UPPER / HALE LOWER
402BDJS,BRENTWOOD / JENKINS
402BDKYO,BRENTWOOD / KELLY / ORR
402BDOR,BRENTWOOD ORR
402BDSP,BRENTWOOD SPIRO
402BDTC,BRENTWOOD TACKETT
402BDWL,BRENTWOOD WOOLSEY
402BHCL,BOOCH / CROMWELL
402BHCLW,BOOCH / CROMWELL / WAPANUCKA
402BHGRJ,BOOCH / GILCREASE / JEFFERSON
402BHHLP,BARTON PAUL / HAMM / HALE LOWER / PATTERSON
402BHJS,BOOCH / JEFFERSON
402BHLHH,BYNUM LOWER / HALE LOWER / HAMM / HURST
402BHLOR,BARTON RALPH HALE ORR
402BHWK,BOOCH / WAPANUCKA
402BLSD,BUSSELL SD
402BLYD,BLOYD
402BMHE,BYNUM / HALE
402BNBHU,BARTON B / HALE UPPER
402BPBCS,BARTON PAUL / BRENTWOOD / CECIL / SPIRO
402BPBRH,BARTON P BARTON R HALE
402BPCDH,BARTON PAUL / CASEY / DUNN C / HALE MIDDLE
402BPCKR,BARTON PAUL / CASEY / KESSLER
402BPHOR,BARTON PAUL HALE ORR
402BPJSV,BARTON PAUL / JENKINS / SELLS / VERNON
402BPRDC,BARTON PAUL / BARTON RALPH / DUNN A / CASEY
402BPRHS,BARTON PAUL / BARTON RALPH / HALE / SPIRO
402BRAHE,BARTON A / HALE
402BRBDH,BARTON RALPH / BRENTWOOD / DUNN A / HALE
402BRBHL,BARTON B / HALE
402BRBRD,BARTON / BRENTWOOD
402BRBTK,BARTON R BRENTWOOD TACKETT
402BRCHM,BARTON RALPH / CARPENTER / HALE / MORRIS
402BRDAH,BARTON RALPH / DUNN A / HALE
402BRDDH,BARTON RALPH / DUNN A / DUNN C / HALE
402BRDR,BRADSTREET
402BRFGL,BARTON RALPH FREIBURG HALE
402BRHLB,BARTON R HALE B
402BRHLM,BARTON R HALE LOWER MORRIS
402BRHML,BARTON RALPH / HALE MIDDLE / HALE LOWER
402BRHMO,BRENTWOOD HALE MIDDLE ORR
402BRHMU,BARTON RALPH / HALE MIDDLE / HALE UPPER
402BRND,BRENTWOOD
402BRNHA,BARTON RALPH / HALE
402BRPHM,BARTON PAUL / HALE MIDDLE
402BRPHS,BARTON PAUL / HALE / SPIRO
402BRRHM,BARTON R HALE MIDDLE
402BRST,BRISTOW
402BTAHL,BARTON A / HALE LOWER
402BTHL,BARTON HALE
402BTPBD,BARTON PAUL / BRENTWOOD
402BTPHL,BARTON PAUL HALE
402BWABO,BRENTWOOD / ATOKA BASAL / ORR
402BWCNJ,BRENTWOOD / CANNON / JENKINS
402BWLS,BOWLES
402BWOPS,BRENTWOOD / ORR / PATTERSON
402BWRS,BOWERS
402BYCSB,BYNUM / CASEY / BRENTWOOD
402BYHMU,BYNUM / HALE MIDDLE / HALE UPPER
402CCHLS,CECIL / HALE LOWER / SPIRO
402CCKC,CHICKACHOC
402CCSHL,CASEY / CECIL / SPIRO / HALE LOWER
402CDAHU,CASEY DUNN A HALE UPPER
402CDCHM,CASEY DUNN C HALE MIDDLE
402CDJVB,CANNON / DUNN C / JENKINS / VERNON / BYNUM
402CDMW,CLEVELAND / MORROW
402CGCAM,COTTAGE GROVE / CLEVELAND / ATOKA / MORROW
402CGLM,MORROW CONGL
402CGVMW,COTTAGE GROVE / MORROW
402CHHE,CANE HILL HENSON
402CHUMS,CANNON / HALE UPPER / HALE MIDDLE / SELLS
402CLDCH,CARPENTER LOWER DUNN C HALE
402CLDN,CROMWELL / DUNN
402CLHLL,CLINE HALE LOWER
402CLHLM,CARPENTER LOWER / HALE LOWER / HALE MIDDLE
402CLHMO,CARPENTER LOWER / HALE MIDDLE / ORR
402CLHSC,CANNON LOWER / HAMM / SELLS / CASEY
402CLIN,CLINE/MORROW/
402CLJSG,CROMWELL / JEFFERSON / GILCREASE
402CLLU,CROMWELL LOWER / CROMWELL UPPER
402CLMWS,CROMWELL / MORROW / SPIRO
402CLRKS,CROMWELL / RED OAK / SPIRO
402CLSPA,CROMWELL / SPIRO A
402CLWKA,CROMWELL / WAPANUCKA / ATOKA
402CLWKS,CROMWELL / WAPANUCKA / SPIRO
402CMAHL,CARPENTER B / MORRIS / ARECI / HALE UPPER / HALE LOWER
402CMLRO,CROMWELL / RED OAK
402CMMW,CUNNINGHAM / MORROW
402CMSWP,CROMWELL / SPIRO / WAPANUCKA
402CMWL,CROMWELL
402CMWL1,CROMWELL 1
402CMWL2,CROMWELL 2
402CMWL3,CROMWELL 3
402CMWLL,CROMWELL LOWER
402CMWLM,CROMWELL MIDDLE
402CMWLU,CROMWELL UPPER
402CMYN,COMYN
402CNCSY,CANNON CASEY
402CNDCJ,CANNON / DUNN C / JENKINS
402CNDNA,CANNON / DUNN A
402CNHL,CANE HILL
402CNHLM,CANNON / HALE MIDDLE
402CNJN,CANNON JENKINS
402CNKYO,CANNON KELLY ORR
402CNLAB,CANNON LOWER / ATOKA B
402CNLSS,CANNON LOWER / SELLS
402CNNHN,CANNON HENSON
402CNNN,CANNON
402CNNVN,CANNON / VERNON
402CNORR,CLINE KELLY ORR
402CNVR,CONOVER
402COBPJ,CANNON / ORR / BARTON PAUL / JENKINS
402COPDC,CANNON / ORR / PATTERSON / DUNN C
402COPJD,CANNON / ORR / PAUL BARTON / JENKINS / DUNN A / CASEY
402CPLHL,CARPENTER LOWER / HALE LOWER
402CRHE,CARPENTER HALE
402CRLHL,CARPENTER LOWER HALE
402CSDNH,CASEY / DUNN / HALE
402CSHL,CASEY HALE
402CSHLE,CECIL / SPIRO / HALE
402CSHLM,CASEY / HALE MIDDLE
402CSHLO,CECIL / SPIRO / HALE / ORR
402CSJCN,CASEY / SELLS / JENKINS / CANNON
402CWHR,CROMWELL / HOOVER
402CYHLM,CASEY / HALE LOWER / HALE MIDDLE
402CYHLU,CASEY / HALE UPPER
402CYLHM,CASEY LOWER / HALE MIDDLE
402DACHB,DUNN A / DUNN C / HALE / BASAL
402DAHLM,DUNN A / HALE LOWER / HALE MIDDLE
402DAHLU,DUNN A / HALE LOWER / HALE UPPER
402DCHLE,DUNN C / HALE
402DCHMJ,DUNN C HALE MIDDLE JENKINS
402DCHMO,DUNN C / HALE MIDDLE / ORR
402DCHUP,DUNN C / HALE UPPER / PATTERSON
402DFFR,DUFFER /LM/
402DFFRL,DUFFER LOWER
402DFFRU,DUFFER UPPER
402DKHLL,DORNICK HILLS LOWER
402DNACH,DUNN A / DUNN C / HALE
402DNAHB,DUNN A / HALE BASAL
402DNAHE,DUNN A / HALE
402DNAHL,DUNN A / HALE LOWER
402DNCHL,DUNN C / HALE LOWER
402DNCHM,DUNN C HALE MIDDLE
402DNCHW,DUNN C / HALE / WOOLSEY
402DNCSP,DUNN C / SPIRO
402DNCWY,DUNN C / WOOLSEY
402DNHL,DUNN HALE
402DSMMW,DES MOINES / MORROW
402ELLT,ELLIOTT
402GRJS,GILCREASE / JEFFERSON
402GRWS,MORROW GRANITE WASH
402GWDSL,GRANITE WASH / DOUGLAS LOWER
402HABHD,HALE A / HALE B / HALE D
402HALE,HALE
402HALE1,HALE 1
402HALE2,HALE 2
402HALE3,HALE 3
402HALE4,HALE 4
402HALEB,HALE BASAL
402HALEL,HALE LOWER
402HALEM,HALE MIDDLE
402HALET,HALE LOWER T
402HALEU,HALE UPPER
402HALMA,HALE MIDDLE A
402HALMB,HALE MIDDLE B
402HALWS,HALE LOWER / WOOLSEY
402HBDAC,HALE LOWER / BARTON RALPH / DUNN A / CASEY UPPER
402HBDNC,HALE BASAL / DUNN C
402HBLDA,HALE BASAL / HALE LOWER / DUNN A
402HBMDA,HALE BASAL / HALE MIDDLE / DUNN A
402HBMDC,HALE BASAL / HALE MIDDLE / DUNN A / CASEY
402HBRMR,HALE / BARTON RALPH / MORRIS
402HCLBP,HALE / CARPENTER LOWER / BARTON PAUL
402HCNVN,HALE / CANNON / VERNON
402HCPJS,HALE M / CANNON / PATTERSON / JENKINS / SELLS / CASEY / MOYR
402HCSRC,HALE LOWER / CECIL / SPIRO / RUSSELL / CASEY
402HDAOR,HALE / DUNN A / ORR
402HE2AL,HALE 2 / ALMA LOWER
402HEAAU,HALE BASAL / ALMA UPPER
402HEBBB,HALE / BARTON B / BASAL
402HECNL,HALE / CANNON LOWER
402HEJS,HALE / JENKINS
402HELSO,HALE LOWER / SPIRO
402HEMAK,HALE MIDDLE / ATOKA
402HEORJ,HALE / ORR / JENKINS
402HESSC,HALE / SELLS / CASEY
402HGNS,HIGGINS
402HHDBB,HALE LOWER / HALE BASAL / DUNN C / BARTON A / BARTON RALPH
402HHDHJ,HALE L/HAMM/DUN C/HURST/JENKINS/VERNON/CASEY/BYNUM
402HHMCL,HALE LOWER / HALE MIDDLE / MORRIS / CARPENTER LOWER
402HHOR,HALE A / HALE C / ORR
402HKOPB,HALE M/ KESSLER/ ORR/ PATTERSON/ BARTON PAUL/ SELLS/ CASEY
402HKPDJ,HALE/KESSLEY/PATTERSON/DUNNC/JENKINS/SELLS/CASEY/FEIBURG/MOY
402HLAB,HALE A / HALE B
402HLABM,HALE A / HALE B / HALE MIDDLE
402HLANL,HALE LOWER / ALLEN LOWER
402HLBDN,HALE B / DUNN A
402HLBHL,HALE BASAL / HALE LOWER
402HLBHM,HALE BASAL / HALE MIDDLE
402HLBN,HALE BOONE
402HLBNP,HALE LOWER / BARTON PAUL
402HLBNR,HALE / BARTON RALPH
402HLBSL,HALE / BASAL / HALE LOWER
402HLBSM,HALE / BASAL / MIDDLE
402HLDBO,HALE LOWER / DUNN A / BARTON RALPH / ORR
402HLDCA,HALE LOWER / DUNN C / DUNN A
402HLDM,HALE D / HALE MIDDLE
402HLDN,HALE / DUNN
402HLE12,HALE 1 / HALE 2
402HLE23,HALE 2 / HALE 3
402HLEDC,HALE D / HALE C
402HLEHM,HALE / HAMM
402HLHMB,HALE LOWER / HALE MIDDLE / BARTON RALPH / DUNN A
402HLHMM,HALE LOWER / HALE MIDDLE / MORRIS
402HLHOP,HALE LOWER HAMM ORR PATTERSON
402HLHTK,HALE LOWER / HURST / TACKETT
402HLHUC,HALE LOWER / HALE UPPER / CANNON LOWER
402HLKR,HALE / KESSLER
402HLKY,HALE / KELLY
402HLLBR,HALE LOWER / BARTON RALPH
402HLLCY,HALE LOWER / CASEY
402HLLHB,HALE L / HALE B
402HLLHT,HALE LOWER / HURST
402HLLOR,HALE LOWER / ORR
402HLLPT,HALE LOWER / PATTERSON
402HLLS,HOLLIS
402HLLSL,HALE LOWER / SELLS
402HLMBD,HALE LOWER / HALE MIDDLE / BRENTWOOD
402HLMBR,HALE MIDDLE / BARTON RALPH
